Municipio código	Municipio nombre	Grupo clase explotación	Explotaciones
44252	Villahermosa del Campo	b) Con tierras labradas, pastos permanentes y otras tierras	2
44252	Villahermosa del Campo	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44252	Villahermosa del Campo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	4
44252	Villahermosa del Campo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
44256	Villanueva del Rebollar de la Sierra	b) Con tierras labradas, pastos permanentes y otras tierras	1
44256	Villanueva del Rebollar de la Sierra	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
44256	Villanueva del Rebollar de la Sierra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44257	Villar del Cobo	a) Sin tierras	3
44257	Villar del Cobo	b) Con tierras labradas, pastos permanentes y otras tierras	8
44257	Villar del Cobo	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44257	Villar del Cobo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44257	Villar del Cobo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44257	Villar del Cobo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44257	Villar del Cobo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44257	Villar del Cobo	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	4
44258	Villar del Salz	b) Con tierras labradas, pastos permanentes y otras tierras	1
44258	Villar del Salz	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44258	Villar del Salz	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44258	Villar del Salz	e) Con tierras labradas, sin pastos permanentes ni otras tierras	8
44258	Villar del Salz	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44260	Villarluengo	b) Con tierras labradas, pastos permanentes y otras tierras	15
44260	Villarluengo	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44260	Villarluengo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44260	Villarluengo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	2
44260	Villarluengo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	5
44260	Villarluengo	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44261	Villarquemado	a) Sin tierras	4
44261	Villarquemado	b) Con tierras labradas, pastos permanentes y otras tierras	7
44261	Villarquemado	c) Con tierras labradas, pastos permanentes y sin otras tierras	14
44261	Villarquemado	d) Con tierras labradas y otras tierras, y sin pastos permanentes	18
44261	Villarquemado	e) Con tierras labradas, sin pastos permanentes ni otras tierras	85
44261	Villarquemado	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44262	Villarroya de los Pinares	a) Sin tierras	2
44262	Villarroya de los Pinares	b) Con tierras labradas, pastos permanentes y otras tierras	4
44262	Villarroya de los Pinares	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
44262	Villarroya de los Pinares	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
44262	Villarroya de los Pinares	e) Con tierras labradas, sin pastos permanentes ni otras tierras	10
44262	Villarroya de los Pinares	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
44263	Villastar	b) Con tierras labradas, pastos permanentes y otras tierras	2
44263	Villastar	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44263	Villastar	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
44263	Villastar	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
44263	Villastar	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44263	Villastar	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44264	Villel	a) Sin tierras	1
44264	Villel	b) Con tierras labradas, pastos permanentes y otras tierras	4
44264	Villel	c) Con tierras labradas, pastos permanentes y sin otras tierras	8
44264	Villel	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
44264	Villel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	6
44264	Villel	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44264	Villel	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
44265	Vinaceite	a) Sin tierras	1
44265	Vinaceite	b) Con tierras labradas, pastos permanentes y otras tierras	2
44265	Vinaceite	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
44265	Vinaceite	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
44265	Vinaceite	e) Con tierras labradas, sin pastos permanentes ni otras tierras	40
44265	Vinaceite	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44265	Vinaceite	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
44266	Visiedo	a) Sin tierras	1
44266	Visiedo	b) Con tierras labradas, pastos permanentes y otras tierras	1
44266	Visiedo	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
44266	Visiedo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	10
44266	Visiedo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	31
44266	Visiedo	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44267	Vivel del Río Martín	b) Con tierras labradas, pastos permanentes y otras tierras	2
44267	Vivel del Río Martín	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
44267	Vivel del Río Martín	e) Con tierras labradas, sin pastos permanentes ni otras tierras	13
44267	Vivel del Río Martín	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
44268	Zoma (La)	b) Con tierras labradas, pastos permanentes y otras tierras	1
44268	Zoma (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	3
44268	Zoma (La)	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50001	Abanto	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50001	Abanto	e) Con tierras labradas, sin pastos permanentes ni otras tierras	14
50001	Abanto	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50002	Acered	b) Con tierras labradas, pastos permanentes y otras tierras	1
50002	Acered	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50002	Acered	d) Con tierras labradas y otras tierras, y sin pastos permanentes	8
50002	Acered	e) Con tierras labradas, sin pastos permanentes ni otras tierras	59
50002	Acered	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
50003	Agón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	6
50003	Agón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	31
50004	Aguarón	a) Sin tierras	2
50004	Aguarón	b) Con tierras labradas, pastos permanentes y otras tierras	2
50004	Aguarón	c) Con tierras labradas, pastos permanentes y sin otras tierras	17
50004	Aguarón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	47
50004	Aguarón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	150
50005	Aguilón	a) Sin tierras	1
50005	Aguilón	b) Con tierras labradas, pastos permanentes y otras tierras	3
50005	Aguilón	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50005	Aguilón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	12
50005	Aguilón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	42
50005	Aguilón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50006	Ainzón	a) Sin tierras	2
50006	Ainzón	b) Con tierras labradas, pastos permanentes y otras tierras	2
50006	Ainzón	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50006	Ainzón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	22
50006	Ainzón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	126
50007	Aladrén	b) Con tierras labradas, pastos permanentes y otras tierras	2
50007	Aladrén	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50007	Aladrén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
50007	Aladrén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	22
50008	Alagón	a) Sin tierras	3
50008	Alagón	b) Con tierras labradas, pastos permanentes y otras tierras	1
50008	Alagón	c) Con tierras labradas, pastos permanentes y sin otras tierras	4
50008	Alagón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	19
50008	Alagón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	132
50008	Alagón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	3
50009	Alarba	b) Con tierras labradas, pastos permanentes y otras tierras	1
50009	Alarba	d) Con tierras labradas y otras tierras, y sin pastos permanentes	7
50009	Alarba	e) Con tierras labradas, sin pastos permanentes ni otras tierras	31
50009	Alarba	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50010	Alberite de San Juan	a) Sin tierras	1
50010	Alberite de San Juan	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50010	Alberite de San Juan	d) Con tierras labradas y otras tierras, y sin pastos permanentes	3
50010	Alberite de San Juan	e) Con tierras labradas, sin pastos permanentes ni otras tierras	17
50010	Alberite de San Juan	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50011	Albeta	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50011	Albeta	e) Con tierras labradas, sin pastos permanentes ni otras tierras	11
50012	Alborge	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50012	Alborge	e) Con tierras labradas, sin pastos permanentes ni otras tierras	5
50013	Alcalá de Ebro	c) Con tierras labradas, pastos permanentes y sin otras tierras	1
50013	Alcalá de Ebro	d) Con tierras labradas y otras tierras, y sin pastos permanentes	11
50013	Alcalá de Ebro	e) Con tierras labradas, sin pastos permanentes ni otras tierras	27
50013	Alcalá de Ebro	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50014	Alcalá de Moncayo	b) Con tierras labradas, pastos permanentes y otras tierras	6
50014	Alcalá de Moncayo	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50014	Alcalá de Moncayo	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50014	Alcalá de Moncayo	e) Con tierras labradas, sin pastos permanentes ni otras tierras	27
50015	Alconchel de Ariza	a) Sin tierras	3
50015	Alconchel de Ariza	b) Con tierras labradas, pastos permanentes y otras tierras	1
50015	Alconchel de Ariza	c) Con tierras labradas, pastos permanentes y sin otras tierras	2
50015	Alconchel de Ariza	d) Con tierras labradas y otras tierras, y sin pastos permanentes	2
50015	Alconchel de Ariza	e) Con tierras labradas, sin pastos permanentes ni otras tierras	17
50015	Alconchel de Ariza	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50016	Aldehuela de Liestos	b) Con tierras labradas, pastos permanentes y otras tierras	3
50016	Aldehuela de Liestos	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50016	Aldehuela de Liestos	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
50016	Aldehuela de Liestos	f) Sin tierras labradas, con pastos permanentes y con otras tierras	1
50017	Alfajarín	b) Con tierras labradas, pastos permanentes y otras tierras	8
50017	Alfajarín	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
50017	Alfajarín	d) Con tierras labradas y otras tierras, y sin pastos permanentes	16
50017	Alfajarín	e) Con tierras labradas, sin pastos permanentes ni otras tierras	82
50017	Alfajarín	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50018	Alfamén	b) Con tierras labradas, pastos permanentes y otras tierras	2
50018	Alfamén	c) Con tierras labradas, pastos permanentes y sin otras tierras	9
50018	Alfamén	d) Con tierras labradas y otras tierras, y sin pastos permanentes	36
50018	Alfamén	e) Con tierras labradas, sin pastos permanentes ni otras tierras	246
50018	Alfamén	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50018	Alfamén	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	2
50019	Alforque	e) Con tierras labradas, sin pastos permanentes ni otras tierras	7
50020	Alhama de Aragón	b) Con tierras labradas, pastos permanentes y otras tierras	3
50020	Alhama de Aragón	c) Con tierras labradas, pastos permanentes y sin otras tierras	3
50020	Alhama de Aragón	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50020	Alhama de Aragón	e) Con tierras labradas, sin pastos permanentes ni otras tierras	18
50020	Alhama de Aragón	f) Sin tierras labradas, con pastos permanentes y con otras tierras	2
50020	Alhama de Aragón	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50020	Alhama de Aragón	h) Sin tierras labradas, sin pastos permanentes, con otras tierras	1
50021	Almochuel	d) Con tierras labradas y otras tierras, y sin pastos permanentes	1
50021	Almochuel	e) Con tierras labradas, sin pastos permanentes ni otras tierras	9
50022	Almolda (La)	a) Sin tierras	5
50022	Almolda (La)	b) Con tierras labradas, pastos permanentes y otras tierras	4
50022	Almolda (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	5
50022	Almolda (La)	d) Con tierras labradas y otras tierras, y sin pastos permanentes	22
50022	Almolda (La)	e) Con tierras labradas, sin pastos permanentes ni otras tierras	109
50023	Almonacid de la Cuba	a) Sin tierras	2
50023	Almonacid de la Cuba	b) Con tierras labradas, pastos permanentes y otras tierras	1
50023	Almonacid de la Cuba	c) Con tierras labradas, pastos permanentes y sin otras tierras	10
50023	Almonacid de la Cuba	d) Con tierras labradas y otras tierras, y sin pastos permanentes	5
50023	Almonacid de la Cuba	e) Con tierras labradas, sin pastos permanentes ni otras tierras	57
50023	Almonacid de la Cuba	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	4
50024	Almonacid de la Sierra	b) Con tierras labradas, pastos permanentes y otras tierras	6
50024	Almonacid de la Sierra	c) Con tierras labradas, pastos permanentes y sin otras tierras	12
50024	Almonacid de la Sierra	d) Con tierras labradas y otras tierras, y sin pastos permanentes	39
50024	Almonacid de la Sierra	e) Con tierras labradas, sin pastos permanentes ni otras tierras	156
50024	Almonacid de la Sierra	g) Sin tierras labradas, con pastos permanentes y sin otras tierras	1
50025	Almunia de Doña Godina (La)	a) Sin tierras	5
50025	Almunia de Doña Godina (La)	b) Con tierras labradas, pastos permanentes y otras tierras	5
50025	Almunia de Doña Godina (La)	c) Con tierras labradas, pastos permanentes y sin otras tierras	6
