Municipio código	Municipio nombre	Tipo edificio (agregado)	Tipo edificio (detalle)	Número de edificios
44171	Olba	Otro tipo	Locales	23
44171	Olba	Principalmente vivienda	Edificio sólo con una vivienda familiar	394
44171	Olba	Principalmente vivienda	Edificio sólo con varias viviendas familiares	31
44171	Olba	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44172	Oliete	Otro tipo	Locales	20
44172	Oliete	Principalmente vivienda	Edificio sólo con una vivienda familiar	555
44172	Oliete	Principalmente vivienda	Edificio sólo con varias viviendas familiares	35
44172	Oliete	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	9
44173	Olmos (Los)	Otro tipo	Locales	5
44173	Olmos (Los)	Principalmente vivienda	Edificio sólo con una vivienda familiar	158
44173	Olmos (Los)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
44173	Olmos (Los)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44174	Orihuela del Tremedal	Otro tipo	Locales	25
44174	Orihuela del Tremedal	Principalmente vivienda	Edificio sólo con una vivienda familiar	350
44174	Orihuela del Tremedal	Principalmente vivienda	Edificio sólo con varias viviendas familiares	53
44174	Orihuela del Tremedal	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	20
44175	Orrios	Otro tipo	Locales	5
44175	Orrios	Principalmente vivienda	Edificio sólo con una vivienda familiar	120
44175	Orrios	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
44175	Orrios	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44176	Palomar de Arroyos	Otro tipo	Locales	3
44176	Palomar de Arroyos	Principalmente vivienda	Edificio sólo con una vivienda familiar	170
44176	Palomar de Arroyos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	7
44176	Palomar de Arroyos	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44177	Pancrudo	Otro tipo	Locales	10
44177	Pancrudo	Principalmente vivienda	Edificio sólo con una vivienda familiar	191
44177	Pancrudo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44177	Pancrudo	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	3
44178	Parras de Castellote (Las)	Otro tipo	Locales	9
44178	Parras de Castellote (Las)	Principalmente vivienda	Edificio sólo con una vivienda familiar	201
44178	Parras de Castellote (Las)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44178	Parras de Castellote (Las)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44179	Peñarroya de Tastavins	Otro tipo	Locales	27
44179	Peñarroya de Tastavins	Principalmente vivienda	Edificio sólo con una vivienda familiar	357
44179	Peñarroya de Tastavins	Principalmente vivienda	Edificio sólo con varias viviendas familiares	25
44179	Peñarroya de Tastavins	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	13
44180	Peracense	Otro tipo	Locales	10
44180	Peracense	Principalmente vivienda	Edificio sólo con una vivienda familiar	113
44180	Peracense	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44181	Peralejos	Otro tipo	Locales	7
44181	Peralejos	Principalmente vivienda	Edificio sólo con una vivienda familiar	65
44181	Peralejos	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
44181	Peralejos	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44182	Perales del Alfambra	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44182	Perales del Alfambra	Otro tipo	Locales	16
44182	Perales del Alfambra	Principalmente vivienda	Edificio sólo con una vivienda familiar	174
44182	Perales del Alfambra	Principalmente vivienda	Edificio sólo con varias viviendas familiares	14
44182	Perales del Alfambra	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	9
44183	Pitarque	Otro tipo	Locales	3
44183	Pitarque	Principalmente vivienda	Edificio sólo con una vivienda familiar	132
44183	Pitarque	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
44184	Plou	Otro tipo	Locales	6
44184	Plou	Principalmente vivienda	Edificio sólo con una vivienda familiar	73
44184	Plou	Principalmente vivienda	Edificio sólo con varias viviendas familiares	5
44185	Pobo (El)	Otro tipo	Locales	3
44185	Pobo (El)	Principalmente vivienda	Edificio sólo con una vivienda familiar	145
44185	Pobo (El)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44187	Portellada (La)	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44187	Portellada (La)	Otro tipo	Locales	9
44187	Portellada (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	184
44187	Portellada (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	10
44187	Portellada (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	7
44189	Pozondón	Otro tipo	Locales	4
44189	Pozondón	Principalmente vivienda	Edificio sólo con una vivienda familiar	123
44189	Pozondón	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	2
44190	Pozuel del Campo	Otro tipo	Locales	5
44190	Pozuel del Campo	Principalmente vivienda	Edificio sólo con una vivienda familiar	156
44190	Pozuel del Campo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44191	Puebla de Híjar (La)	Otro tipo	Locales	58
44191	Puebla de Híjar (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	719
44191	Puebla de Híjar (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	32
44191	Puebla de Híjar (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	33
44192	Puebla de Valverde (La)	Otro tipo	Locales	13
44192	Puebla de Valverde (La)	Principalmente vivienda	Edificio sólo con una vivienda familiar	366
44192	Puebla de Valverde (La)	Principalmente vivienda	Edificio sólo con varias viviendas familiares	41
44192	Puebla de Valverde (La)	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	7
44193	Puertomingalvo	Otro tipo	Locales	4
44193	Puertomingalvo	Principalmente vivienda	Edificio sólo con una vivienda familiar	179
44193	Puertomingalvo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	13
44193	Puertomingalvo	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
44193	Puertomingalvo	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hotel, albergue, pensión	1
44194	Ráfales	Otro tipo	Locales	4
44194	Ráfales	Principalmente vivienda	Edificio sólo con una vivienda familiar	171
44194	Ráfales	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44194	Ráfales	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
44195	Rillo	Otro tipo	Locales	7
44195	Rillo	Principalmente vivienda	Edificio sólo con una vivienda familiar	111
44195	Rillo	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44196	Riodeva	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	1
44196	Riodeva	Otro tipo	Locales	2
44196	Riodeva	Principalmente vivienda	Edificio sólo con una vivienda familiar	191
44196	Riodeva	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
44196	Riodeva	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	5
44197	Ródenas	Otro tipo	Locales	5
44197	Ródenas	Principalmente vivienda	Edificio sólo con una vivienda familiar	114
44197	Ródenas	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
44197	Ródenas	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44198	Royuela	Otro tipo	Locales	3
44198	Royuela	Principalmente vivienda	Edificio sólo con una vivienda familiar	143
44198	Royuela	Principalmente vivienda	Edificio sólo con varias viviendas familiares	8
44198	Royuela	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	6
44199	Rubiales	Otro tipo	Locales	2
44199	Rubiales	Principalmente vivienda	Edificio sólo con una vivienda familiar	50
44199	Rubiales	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
44200	Rubielos de la Cérida	Otro tipo	Locales	4
44200	Rubielos de la Cérida	Principalmente vivienda	Edificio sólo con una vivienda familiar	78
44200	Rubielos de la Cérida	Principalmente vivienda	Edificio sólo con varias viviendas familiares	2
44201	Rubielos de Mora	Otro tipo	Edificios principalmente con locales compartidos con alguna vivienda	2
44201	Rubielos de Mora	Otro tipo	Locales	43
44201	Rubielos de Mora	Principalmente vivienda	Edificio sólo con una vivienda familiar	529
44201	Rubielos de Mora	Principalmente vivienda	Edificio sólo con varias viviendas familiares	54
44201	Rubielos de Mora	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	26
44201	Rubielos de Mora	Principalmente vivienda	Edificios principalmente con vivienda colectiva: convento, cuartel, prisión	1
44203	Salcedillo	Otro tipo	Locales	3
44203	Salcedillo	Principalmente vivienda	Edificio sólo con una vivienda familiar	33
44204	Saldón	Otro tipo	Locales	1
44204	Saldón	Principalmente vivienda	Edificio sólo con una vivienda familiar	92
44205	Samper de Calanda	Otro tipo	Locales	5
44205	Samper de Calanda	Principalmente vivienda	Edificio sólo con una vivienda familiar	639
44205	Samper de Calanda	Principalmente vivienda	Edificio sólo con varias viviendas familiares	19
44205	Samper de Calanda	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	18
44206	San Agustín	Otro tipo	Locales	2
44206	San Agustín	Principalmente vivienda	Edificio sólo con una vivienda familiar	184
44206	San Agustín	Principalmente vivienda	Edificio sólo con varias viviendas familiares	9
44206	San Agustín	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44207	San Martín del Río	Otro tipo	Locales	8
44207	San Martín del Río	Principalmente vivienda	Edificio sólo con una vivienda familiar	277
44207	San Martín del Río	Principalmente vivienda	Edificio sólo con varias viviendas familiares	6
44207	San Martín del Río	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	4
44208	Santa Cruz de Nogueras	Otro tipo	Locales	4
44208	Santa Cruz de Nogueras	Principalmente vivienda	Edificio sólo con una vivienda familiar	53
44209	Santa Eulalia	Otro tipo	Locales	37
44209	Santa Eulalia	Principalmente vivienda	Edificio sólo con una vivienda familiar	691
44209	Santa Eulalia	Principalmente vivienda	Edificio sólo con varias viviendas familiares	43
44209	Santa Eulalia	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	24
44210	Sarrión	Otro tipo	Locales	12
44210	Sarrión	Principalmente vivienda	Edificio sólo con una vivienda familiar	631
44210	Sarrión	Principalmente vivienda	Edificio sólo con varias viviendas familiares	89
44210	Sarrión	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	24
44210	Sarrión	Principalmente vivienda	Edificios principalmente con vivienda colectiva: hotel, albergue, pensión	1
44211	Segura de los Baños	Otro tipo	Locales	2
44211	Segura de los Baños	Principalmente vivienda	Edificio sólo con una vivienda familiar	90
44211	Segura de los Baños	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
44212	Seno	Otro tipo	Locales	3
44212	Seno	Principalmente vivienda	Edificio sólo con una vivienda familiar	89
44212	Seno	Principalmente vivienda	Edificio sólo con varias viviendas familiares	3
44212	Seno	Principalmente vivienda	Edificio principalmente con viviendas familiares compartido con locales	1
44213	Singra	Otro tipo	Locales	10
44213	Singra	Principalmente vivienda	Edificio sólo con una vivienda familiar	94
44213	Singra	Principalmente vivienda	Edificio sólo con varias viviendas familiares	4
44215	Terriente	Otro tipo	Locales	1
44215	Terriente	Principalmente vivienda	Edificio sólo con una vivienda familiar	185
44215	Terriente	Principalmente vivienda	Edificio sólo con varias viviendas familiares	1
