Municipio código	Municipio nombre	Lugar trabajo o estudio	Personas residentes viviendas familiares	Situación preferente
50252	Tauste	En otro país	3	Estudiantes que no trabajan
50252	Tauste	En otro país	5	Trabajadores
50253	Terrer	En mi propio domicilio	9	Trabajadores
50253	Terrer	En varios municipios (viajante, conductor,...)	15	Trabajadores
50253	Terrer	En este municipio	3	Estudiantes que no trabajan
50253	Terrer	En este municipio	67	Trabajadores
50253	Terrer	En otro municipio	24	Estudiantes que no trabajan
50253	Terrer	En otro municipio	119	Trabajadores
50254	Tierga	En mi propio domicilio	2	Trabajadores
50254	Tierga	En varios municipios (viajante, conductor,...)	8	Trabajadores
50254	Tierga	En este municipio	37	Trabajadores
50254	Tierga	En otro municipio	7	Estudiantes que no trabajan
50254	Tierga	En otro municipio	46	Trabajadores
50255	Tobed	En mi propio domicilio	1	Trabajadores
50255	Tobed	En este municipio	2	Estudiantes que no trabajan
50255	Tobed	En este municipio	31	Trabajadores
50255	Tobed	En otro municipio	2	Estudiantes que no trabajan
50255	Tobed	En otro municipio	41	Trabajadores
50256	Torralba de los Frailes	En mi propio domicilio	1	Trabajadores
50256	Torralba de los Frailes	En varios municipios (viajante, conductor,...)	1	Trabajadores
50256	Torralba de los Frailes	En este municipio	17	Trabajadores
50256	Torralba de los Frailes	En otro municipio	7	Estudiantes que no trabajan
50256	Torralba de los Frailes	En otro municipio	12	Trabajadores
50257	Torralba de Ribota	En varios municipios (viajante, conductor,...)	1	Trabajadores
50257	Torralba de Ribota	En este municipio	1	Estudiantes que no trabajan
50257	Torralba de Ribota	En este municipio	17	Trabajadores
50257	Torralba de Ribota	En otro municipio	5	Estudiantes que no trabajan
50257	Torralba de Ribota	En otro municipio	30	Trabajadores
50257	Torralba de Ribota	En otro país	1	Trabajadores
50258	Torralbilla	En varios municipios (viajante, conductor,...)	4	Trabajadores
50258	Torralbilla	En este municipio	9	Trabajadores
50258	Torralbilla	En otro municipio	1	Estudiantes que no trabajan
50258	Torralbilla	En otro municipio	14	Trabajadores
50259	Torrehermosa	En este municipio	26	Trabajadores
50259	Torrehermosa	En otro municipio	6	Estudiantes que no trabajan
50259	Torrehermosa	En otro municipio	6	Trabajadores
50260	Torrelapaja	En mi propio domicilio	1	Trabajadores
50260	Torrelapaja	En este municipio	7	Trabajadores
50260	Torrelapaja	En otro municipio	1	Estudiantes que no trabajan
50260	Torrelapaja	En otro municipio	9	Trabajadores
50261	Torrellas	En mi propio domicilio	20	Trabajadores
50261	Torrellas	En este municipio	8	Trabajadores
50261	Torrellas	En otro municipio	8	Estudiantes que no trabajan
50261	Torrellas	En otro municipio	77	Trabajadores
50262	Torres de Berrellén	En mi propio domicilio	4	Estudiantes que no trabajan
50262	Torres de Berrellén	En mi propio domicilio	22	Trabajadores
50262	Torres de Berrellén	En varios municipios (viajante, conductor,...)	40	Trabajadores
50262	Torres de Berrellén	En este municipio	3	Estudiantes que no trabajan
50262	Torres de Berrellén	En este municipio	136	Trabajadores
50262	Torres de Berrellén	En otro municipio	52	Estudiantes que no trabajan
50262	Torres de Berrellén	En otro municipio	362	Trabajadores
50262	Torres de Berrellén	En otro país	1	Estudiantes que no trabajan
50262	Torres de Berrellén	En otro país	1	Trabajadores
50263	Torrijo de la Cañada	En mi propio domicilio	1	Estudiantes que no trabajan
50263	Torrijo de la Cañada	En mi propio domicilio	2	Trabajadores
50263	Torrijo de la Cañada	En varios municipios (viajante, conductor,...)	8	Trabajadores
50263	Torrijo de la Cañada	En este municipio	1	Estudiantes que no trabajan
50263	Torrijo de la Cañada	En este municipio	49	Trabajadores
50263	Torrijo de la Cañada	En otro municipio	11	Estudiantes que no trabajan
50263	Torrijo de la Cañada	En otro municipio	30	Trabajadores
50264	Tosos	En mi propio domicilio	1	Trabajadores
50264	Tosos	En varios municipios (viajante, conductor,...)	7	Trabajadores
50264	Tosos	En este municipio	27	Trabajadores
50264	Tosos	En otro municipio	1	Estudiantes que no trabajan
50264	Tosos	En otro municipio	14	Trabajadores
50265	Trasmoz	En mi propio domicilio	1	Trabajadores
50265	Trasmoz	En varios municipios (viajante, conductor,...)	1	Trabajadores
50265	Trasmoz	En este municipio	6	Trabajadores
50265	Trasmoz	En otro municipio	1	Estudiantes que no trabajan
50265	Trasmoz	En otro municipio	11	Trabajadores
50266	Trasobares	En mi propio domicilio	5	Trabajadores
50266	Trasobares	En varios municipios (viajante, conductor,...)	1	Trabajadores
50266	Trasobares	En este municipio	1	Estudiantes que no trabajan
50266	Trasobares	En este municipio	25	Trabajadores
50266	Trasobares	En otro municipio	3	Estudiantes que no trabajan
50266	Trasobares	En otro municipio	31	Trabajadores
50267	Uncastillo	En mi propio domicilio	3	Estudiantes que no trabajan
50267	Uncastillo	En mi propio domicilio	19	Trabajadores
50267	Uncastillo	En varios municipios (viajante, conductor,...)	13	Trabajadores
50267	Uncastillo	En este municipio	3	Estudiantes que no trabajan
50267	Uncastillo	En este municipio	157	Trabajadores
50267	Uncastillo	En otro municipio	58	Estudiantes que no trabajan
50267	Uncastillo	En otro municipio	133	Trabajadores
50268	Undués de Lerda	En mi propio domicilio	1	Trabajadores
50268	Undués de Lerda	En varios municipios (viajante, conductor,...)	4	Trabajadores
50268	Undués de Lerda	En este municipio	4	Trabajadores
50268	Undués de Lerda	En otro municipio	6	Trabajadores
50269	Urrea de Jalón	En mi propio domicilio	1	Estudiantes que no trabajan
50269	Urrea de Jalón	En mi propio domicilio	12	Trabajadores
50269	Urrea de Jalón	En varios municipios (viajante, conductor,...)	4	Trabajadores
50269	Urrea de Jalón	En este municipio	52	Trabajadores
50269	Urrea de Jalón	En otro municipio	12	Estudiantes que no trabajan
50269	Urrea de Jalón	En otro municipio	52	Trabajadores
50270	Urriés	En mi propio domicilio	1	Trabajadores
50270	Urriés	En varios municipios (viajante, conductor,...)	2	Trabajadores
50270	Urriés	En este municipio	8	Trabajadores
50270	Urriés	En otro municipio	1	Estudiantes que no trabajan
50270	Urriés	En otro municipio	7	Trabajadores
50271	Used	En mi propio domicilio	1	Estudiantes que no trabajan
50271	Used	En mi propio domicilio	3	Trabajadores
50271	Used	En varios municipios (viajante, conductor,...)	9	Trabajadores
50271	Used	En este municipio	1	Estudiantes que no trabajan
50271	Used	En este municipio	77	Trabajadores
50271	Used	En otro municipio	18	Estudiantes que no trabajan
50271	Used	En otro municipio	31	Trabajadores
50271	Used	En otro país	2	Trabajadores
50272	Utebo	En mi propio domicilio	106	Estudiantes que no trabajan
50272	Utebo	En mi propio domicilio	145	Trabajadores
50272	Utebo	En varios municipios (viajante, conductor,...)	7	Estudiantes que no trabajan
50272	Utebo	En varios municipios (viajante, conductor,...)	375	Trabajadores
50272	Utebo	En este municipio	329	Estudiantes que no trabajan
50272	Utebo	En este municipio	1980	Trabajadores
50272	Utebo	En otro municipio	452	Estudiantes que no trabajan
50272	Utebo	En otro municipio	3131	Trabajadores
50272	Utebo	En otro país	8	Estudiantes que no trabajan
50272	Utebo	En otro país	10	Trabajadores
50273	Valdehorna	En mi propio domicilio	1	Estudiantes que no trabajan
50273	Valdehorna	En varios municipios (viajante, conductor,...)	3	Trabajadores
50273	Valdehorna	En este municipio	6	Trabajadores
50273	Valdehorna	En otro municipio	8	Trabajadores
50273	Valdehorna	En otro país	1	Trabajadores
50274	Val de San Martín	En varios municipios (viajante, conductor,...)	1	Trabajadores
50274	Val de San Martín	En este municipio	11	Trabajadores
50274	Val de San Martín	En otro municipio	4	Estudiantes que no trabajan
50274	Val de San Martín	En otro municipio	18	Trabajadores
50275	Valmadrid	En mi propio domicilio	1	Trabajadores
50275	Valmadrid	En varios municipios (viajante, conductor,...)	1	Trabajadores
50275	Valmadrid	En este municipio	5	Trabajadores
50275	Valmadrid	En otro municipio	23	Trabajadores
50276	Valpalmas	En este municipio	34	Trabajadores
50276	Valpalmas	En otro municipio	6	Estudiantes que no trabajan
50276	Valpalmas	En otro municipio	31	Trabajadores
50277	Valtorres	En varios municipios (viajante, conductor,...)	3	Trabajadores
50277	Valtorres	En este municipio	1	Estudiantes que no trabajan
50277	Valtorres	En este municipio	12	Trabajadores
50277	Valtorres	En otro municipio	7	Trabajadores
50278	Velilla de Ebro	En mi propio domicilio	1	Trabajadores
50278	Velilla de Ebro	En varios municipios (viajante, conductor,...)	5	Trabajadores
50278	Velilla de Ebro	En este municipio	38	Trabajadores
50278	Velilla de Ebro	En otro municipio	9	Estudiantes que no trabajan
50278	Velilla de Ebro	En otro municipio	46	Trabajadores
50279	Velilla de Jiloca	En mi propio domicilio	2	Trabajadores
50279	Velilla de Jiloca	En este municipio	1	Estudiantes que no trabajan
50279	Velilla de Jiloca	En este municipio	10	Trabajadores
50279	Velilla de Jiloca	En otro municipio	18	Trabajadores
50280	Vera de Moncayo	En mi propio domicilio	9	Trabajadores
50280	Vera de Moncayo	En varios municipios (viajante, conductor,...)	12	Trabajadores
50280	Vera de Moncayo	En este municipio	57	Trabajadores
50280	Vera de Moncayo	En otro municipio	32	Estudiantes que no trabajan
50280	Vera de Moncayo	En otro municipio	87	Trabajadores
50281	Vierlas	En varios municipios (viajante, conductor,...)	1	Trabajadores
50281	Vierlas	En este municipio	1	Estudiantes que no trabajan
50281	Vierlas	En este municipio	6	Trabajadores
50281	Vierlas	En otro municipio	25	Trabajadores
50282	Vilueña (La)	En este municipio	1	Estudiantes que no trabajan
50282	Vilueña (La)	En este municipio	19	Trabajadores
50282	Vilueña (La)	En otro municipio	5	Trabajadores
50283	Villadoz	En varios municipios (viajante, conductor,...)	2	Trabajadores
50283	Villadoz	En este municipio	18	Trabajadores
50283	Villadoz	En otro municipio	1	Estudiantes que no trabajan
50283	Villadoz	En otro municipio	15	Trabajadores
50284	Villafeliche	En mi propio domicilio	2	Trabajadores
50284	Villafeliche	En varios municipios (viajante, conductor,...)	8	Trabajadores
50284	Villafeliche	En este municipio	28	Trabajadores
50284	Villafeliche	En otro municipio	3	Estudiantes que no trabajan
50284	Villafeliche	En otro municipio	27	Trabajadores
50285	Villafranca de Ebro	En mi propio domicilio	1	Estudiantes que no trabajan
50285	Villafranca de Ebro	En mi propio domicilio	15	Trabajadores
50285	Villafranca de Ebro	En varios municipios (viajante, conductor,...)	1	Estudiantes que no trabajan
50285	Villafranca de Ebro	En varios municipios (viajante, conductor,...)	29	Trabajadores
50285	Villafranca de Ebro	En este municipio	9	Estudiantes que no trabajan
50285	Villafranca de Ebro	En este municipio	91	Trabajadores
50285	Villafranca de Ebro	En otro municipio	16	Estudiantes que no trabajan
50285	Villafranca de Ebro	En otro municipio	145	Trabajadores
50286	Villalba de Perejil	En mi propio domicilio	2	Trabajadores
50286	Villalba de Perejil	En varios municipios (viajante, conductor,...)	1	Trabajadores
50286	Villalba de Perejil	En este municipio	16	Trabajadores
50286	Villalba de Perejil	En otro municipio	6	Estudiantes que no trabajan
50286	Villalba de Perejil	En otro municipio	21	Trabajadores
50287	Villalengua	En mi propio domicilio	1	Estudiantes que no trabajan
50287	Villalengua	En mi propio domicilio	6	Trabajadores
50287	Villalengua	En varios municipios (viajante, conductor,...)	2	Trabajadores
50287	Villalengua	En este municipio	2	Estudiantes que no trabajan
50287	Villalengua	En este municipio	92	Trabajadores
50287	Villalengua	En otro municipio	17	Estudiantes que no trabajan
50287	Villalengua	En otro municipio	49	Trabajadores
50288	Villanueva de Gállego	En mi propio domicilio	2	Estudiantes que no trabajan
50288	Villanueva de Gállego	En mi propio domicilio	73	Trabajadores
50288	Villanueva de Gállego	En varios municipios (viajante, conductor,...)	2	Estudiantes que no trabajan
50288	Villanueva de Gállego	En varios municipios (viajante, conductor,...)	105	Trabajadores
50288	Villanueva de Gállego	En este municipio	20	Estudiantes que no trabajan
50288	Villanueva de Gállego	En este municipio	741	Trabajadores
50288	Villanueva de Gállego	En otro municipio	143	Estudiantes que no trabajan
50288	Villanueva de Gállego	En otro municipio	663	Trabajadores
50288	Villanueva de Gállego	En otro país	1	Estudiantes que no trabajan
50288	Villanueva de Gállego	En otro país	4	Trabajadores
50289	Villanueva de Jiloca	En varios municipios (viajante, conductor,...)	1	Trabajadores
50289	Villanueva de Jiloca	En este municipio	1	Estudiantes que no trabajan
50289	Villanueva de Jiloca	En este municipio	9	Trabajadores
50289	Villanueva de Jiloca	En otro municipio	4	Estudiantes que no trabajan
50289	Villanueva de Jiloca	En otro municipio	14	Trabajadores
50290	Villanueva de Huerva	En mi propio domicilio	13	Trabajadores
50290	Villanueva de Huerva	En varios municipios (viajante, conductor,...)	4	Trabajadores
50290	Villanueva de Huerva	En este municipio	1	Estudiantes que no trabajan
50290	Villanueva de Huerva	En este municipio	68	Trabajadores
50290	Villanueva de Huerva	En otro municipio	9	Estudiantes que no trabajan
50290	Villanueva de Huerva	En otro municipio	82	Trabajadores
50291	Villar de los Navarros	En mi propio domicilio	1	Trabajadores
50291	Villar de los Navarros	En este municipio	32	Trabajadores
50291	Villar de los Navarros	En otro municipio	3	Estudiantes que no trabajan
