Municipio código	Municipio nombre	Estado civil	Personas residentes viviendas familiares
50264	Tosos	Divorciados/as	1
50265	Trasmoz	Solteros/as	24
50265	Trasmoz	Casados/as	25
50265	Trasmoz	Viudos/as	8
50265	Trasmoz	Separados/as	1
50265	Trasmoz	Divorciados/as	1
50266	Trasobares	Solteros/as	67
50266	Trasobares	Casados/as	99
50266	Trasobares	Viudos/as	29
50266	Trasobares	Separados/as	1
50266	Trasobares	Divorciados/as	1
50267	Uncastillo	Solteros/as	259
50267	Uncastillo	Casados/as	432
50267	Uncastillo	Viudos/as	83
50267	Uncastillo	Separados/as	5
50267	Uncastillo	Divorciados/as	5
50268	Undués de Lerda	Solteros/as	15
50268	Undués de Lerda	Casados/as	27
50268	Undués de Lerda	Viudos/as	4
50268	Undués de Lerda	Divorciados/as	1
50269	Urrea de Jalón	Solteros/as	82
50269	Urrea de Jalón	Casados/as	177
50269	Urrea de Jalón	Viudos/as	39
50269	Urrea de Jalón	Separados/as	1
50269	Urrea de Jalón	Divorciados/as	1
50270	Urriés	Solteros/as	28
50270	Urriés	Casados/as	35
50270	Urriés	Viudos/as	5
50270	Urriés	Separados/as	1
50271	Used	Solteros/as	104
50271	Used	Casados/as	199
50271	Used	Viudos/as	26
50271	Used	Separados/as	2
50271	Used	Divorciados/as	2
50272	Utebo	Solteros/as	2804
50272	Utebo	Casados/as	6132
50272	Utebo	Viudos/as	510
50272	Utebo	Separados/as	186
50272	Utebo	Divorciados/as	111
50273	Valdehorna	Solteros/as	20
50273	Valdehorna	Casados/as	37
50273	Valdehorna	Viudos/as	4
50274	Val de San Martín	Solteros/as	24
50274	Val de San Martín	Casados/as	52
50274	Val de San Martín	Viudos/as	4
50274	Val de San Martín	Separados/as	2
50275	Valmadrid	Solteros/as	29
50275	Valmadrid	Casados/as	29
50275	Valmadrid	Viudos/as	10
50276	Valpalmas	Solteros/as	59
50276	Valpalmas	Casados/as	87
50276	Valpalmas	Viudos/as	15
50277	Valtorres	Solteros/as	14
50277	Valtorres	Casados/as	52
50277	Valtorres	Viudos/as	18
50278	Velilla de Ebro	Solteros/as	67
50278	Velilla de Ebro	Casados/as	131
50278	Velilla de Ebro	Viudos/as	35
50278	Velilla de Ebro	Separados/as	2
50278	Velilla de Ebro	Divorciados/as	1
50279	Velilla de Jiloca	Solteros/as	35
50279	Velilla de Jiloca	Casados/as	51
50279	Velilla de Jiloca	Viudos/as	18
50279	Velilla de Jiloca	Separados/as	4
50280	Vera de Moncayo	Solteros/as	125
50280	Vera de Moncayo	Casados/as	229
50280	Vera de Moncayo	Viudos/as	47
50280	Vera de Moncayo	Separados/as	3
50280	Vera de Moncayo	Divorciados/as	1
50281	Vierlas	Solteros/as	17
50281	Vierlas	Casados/as	60
50281	Vierlas	Viudos/as	13
50282	Vilueña (La)	Solteros/as	26
50282	Vilueña (La)	Casados/as	52
50282	Vilueña (La)	Viudos/as	12
50283	Villadoz	Solteros/as	23
50283	Villadoz	Casados/as	51
50283	Villadoz	Viudos/as	6
50284	Villafeliche	Solteros/as	63
50284	Villafeliche	Casados/as	126
50284	Villafeliche	Viudos/as	37
50284	Villafeliche	Separados/as	2
50285	Villafranca de Ebro	Solteros/as	135
50285	Villafranca de Ebro	Casados/as	375
50285	Villafranca de Ebro	Viudos/as	62
50285	Villafranca de Ebro	Separados/as	4
50285	Villafranca de Ebro	Divorciados/as	6
50286	Villalba de Perejil	Solteros/as	28
50286	Villalba de Perejil	Casados/as	58
50286	Villalba de Perejil	Viudos/as	16
50286	Villalba de Perejil	Separados/as	1
50287	Villalengua	Solteros/as	117
50287	Villalengua	Casados/as	209
50287	Villalengua	Viudos/as	44
50287	Villalengua	Separados/as	2
50287	Villalengua	Divorciados/as	3
50288	Villanueva de Gállego	Solteros/as	734
50288	Villanueva de Gállego	Casados/as	1762
50288	Villanueva de Gállego	Viudos/as	210
50288	Villanueva de Gállego	Separados/as	53
50288	Villanueva de Gállego	Divorciados/as	31
50289	Villanueva de Jiloca	Solteros/as	21
50289	Villanueva de Jiloca	Casados/as	55
50289	Villanueva de Jiloca	Viudos/as	11
50290	Villanueva de Huerva	Solteros/as	129
50290	Villanueva de Huerva	Casados/as	336
50290	Villanueva de Huerva	Viudos/as	66
50290	Villanueva de Huerva	Separados/as	4
50290	Villanueva de Huerva	Divorciados/as	2
50291	Villar de los Navarros	Solteros/as	34
50291	Villar de los Navarros	Casados/as	73
50291	Villar de los Navarros	Viudos/as	24
50291	Villar de los Navarros	Separados/as	2
50292	Villarreal de Huerva	Solteros/as	41
50292	Villarreal de Huerva	Casados/as	100
50292	Villarreal de Huerva	Viudos/as	16
50293	Villarroya de la Sierra	Solteros/as	154
50293	Villarroya de la Sierra	Casados/as	355
50293	Villarroya de la Sierra	Viudos/as	74
50293	Villarroya de la Sierra	Separados/as	8
50294	Villarroya del Campo	Solteros/as	18
50294	Villarroya del Campo	Casados/as	47
50294	Villarroya del Campo	Viudos/as	7
50295	Vistabella	Solteros/as	9
50295	Vistabella	Casados/as	23
50295	Vistabella	Viudos/as	4
50296	Zaida (La)	Solteros/as	147
50296	Zaida (La)	Casados/as	287
50296	Zaida (La)	Viudos/as	54
50296	Zaida (La)	Separados/as	4
50296	Zaida (La)	Divorciados/as	1
50297	Zaragoza	Solteros/as	168884
50297	Zaragoza	Casados/as	296673
50297	Zaragoza	Viudos/as	41126
50297	Zaragoza	Separados/as	10240
50297	Zaragoza	Divorciados/as	7422
50298	Zuera	Solteros/as	1386
50298	Zuera	Casados/as	2878
50298	Zuera	Viudos/as	374
50298	Zuera	Separados/as	85
50298	Zuera	Divorciados/as	33
50901	Biel	Solteros/as	83
50901	Biel	Casados/as	94
50901	Biel	Viudos/as	33
50901	Biel	Separados/as	2
50901	Biel	Divorciados/as	4
50902	Marracos	Solteros/as	30
50902	Marracos	Casados/as	61
50902	Marracos	Viudos/as	11
50902	Marracos	Separados/as	2
