Municipio código	Municipio nombre	Superficie útil agrupada (m2)	Número de viviendas
44006	Alacón	046 - 060	2
44006	Alacón	061 - 075	5
44006	Alacón	076 - 090	36
44006	Alacón	091 - 105	41
44006	Alacón	106 - 120	25
44006	Alacón	121 - 150	27
44006	Alacón	151 o más	29
44007	Alba	046 - 060	4
44007	Alba	061 - 075	5
44007	Alba	076 - 090	44
44007	Alba	091 - 105	25
44007	Alba	106 - 120	15
44007	Alba	121 - 150	10
44007	Alba	151 o más	6
44008	Albalate del Arzobispo	045 o menos	61
44008	Albalate del Arzobispo	046 - 060	109
44008	Albalate del Arzobispo	061 - 075	103
44008	Albalate del Arzobispo	076 - 090	292
44008	Albalate del Arzobispo	091 - 105	126
44008	Albalate del Arzobispo	106 - 120	69
44008	Albalate del Arzobispo	121 - 150	47
44008	Albalate del Arzobispo	151 o más	32
44009	Albarracín	045 o menos	4
44009	Albarracín	046 - 060	20
44009	Albarracín	061 - 075	81
44009	Albarracín	076 - 090	118
44009	Albarracín	091 - 105	67
44009	Albarracín	106 - 120	39
44009	Albarracín	121 - 150	19
44009	Albarracín	151 o más	18
44010	Albentosa	045 o menos	1
44010	Albentosa	046 - 060	3
44010	Albentosa	061 - 075	11
44010	Albentosa	076 - 090	31
44010	Albentosa	091 - 105	17
44010	Albentosa	106 - 120	12
44010	Albentosa	121 - 150	9
44010	Albentosa	151 o más	13
44011	Alcaine	046 - 060	1
44011	Alcaine	061 - 075	2
44011	Alcaine	076 - 090	4
44011	Alcaine	091 - 105	8
44011	Alcaine	106 - 120	3
44011	Alcaine	121 - 150	9
44011	Alcaine	151 o más	17
44012	Alcalá de la Selva	045 o menos	15
44012	Alcalá de la Selva	046 - 060	16
44012	Alcalá de la Selva	061 - 075	27
44012	Alcalá de la Selva	076 - 090	76
44012	Alcalá de la Selva	091 - 105	35
44012	Alcalá de la Selva	106 - 120	10
44012	Alcalá de la Selva	121 - 150	14
44012	Alcalá de la Selva	151 o más	13
44013	Alcañiz	045 o menos	88
44013	Alcañiz	046 - 060	376
44013	Alcañiz	061 - 075	824
44013	Alcañiz	076 - 090	1932
44013	Alcañiz	091 - 105	533
44013	Alcañiz	106 - 120	426
44013	Alcañiz	121 - 150	309
44013	Alcañiz	151 o más	224
44014	Alcorisa	045 o menos	6
44014	Alcorisa	046 - 060	76
44014	Alcorisa	061 - 075	186
44014	Alcorisa	076 - 090	367
44014	Alcorisa	091 - 105	217
44014	Alcorisa	106 - 120	145
44014	Alcorisa	121 - 150	87
44014	Alcorisa	151 o más	86
44016	Alfambra	045 o menos	2
44016	Alfambra	046 - 060	26
44016	Alfambra	061 - 075	40
44016	Alfambra	076 - 090	58
44016	Alfambra	091 - 105	43
44016	Alfambra	106 - 120	36
44016	Alfambra	121 - 150	30
44016	Alfambra	151 o más	17
44017	Aliaga	045 o menos	1
44017	Aliaga	046 - 060	7
44017	Aliaga	061 - 075	12
44017	Aliaga	076 - 090	45
44017	Aliaga	091 - 105	27
44017	Aliaga	106 - 120	33
44017	Aliaga	121 - 150	29
44017	Aliaga	151 o más	17
44018	Almohaja	046 - 060	2
44018	Almohaja	076 - 090	4
44018	Almohaja	091 - 105	2
44018	Almohaja	106 - 120	1
44018	Almohaja	151 o más	2
44019	Alobras	045 o menos	1
44019	Alobras	046 - 060	3
44019	Alobras	061 - 075	9
44019	Alobras	076 - 090	15
44019	Alobras	091 - 105	6
44019	Alobras	106 - 120	4
44019	Alobras	121 - 150	1
44019	Alobras	151 o más	3
44020	Alpeñés	046 - 060	1
44020	Alpeñés	076 - 090	2
44020	Alpeñés	091 - 105	1
44020	Alpeñés	106 - 120	4
44020	Alpeñés	121 - 150	1
44020	Alpeñés	151 o más	3
44021	Allepuz	045 o menos	1
44021	Allepuz	061 - 075	1
44021	Allepuz	076 - 090	23
44021	Allepuz	091 - 105	22
44021	Allepuz	106 - 120	7
44021	Allepuz	121 - 150	2
44022	Alloza	045 o menos	13
44022	Alloza	046 - 060	33
44022	Alloza	061 - 075	28
44022	Alloza	076 - 090	99
44022	Alloza	091 - 105	58
44022	Alloza	106 - 120	34
44022	Alloza	121 - 150	31
44022	Alloza	151 o más	19
44023	Allueva	061 - 075	1
44023	Allueva	076 - 090	3
44023	Allueva	091 - 105	4
44023	Allueva	121 - 150	1
44024	Anadón	076 - 090	2
44024	Anadón	106 - 120	3
44024	Anadón	121 - 150	1
44025	Andorra	045 o menos	29
44025	Andorra	046 - 060	136
44025	Andorra	061 - 075	230
44025	Andorra	076 - 090	1185
44025	Andorra	091 - 105	391
44025	Andorra	106 - 120	355
44025	Andorra	121 - 150	159
44025	Andorra	151 o más	136
44026	Arcos de las Salinas	045 o menos	2
44026	Arcos de las Salinas	046 - 060	6
44026	Arcos de las Salinas	061 - 075	10
44026	Arcos de las Salinas	076 - 090	12
44026	Arcos de las Salinas	091 - 105	12
44026	Arcos de las Salinas	106 - 120	5
44026	Arcos de las Salinas	121 - 150	7
44026	Arcos de las Salinas	151 o más	11
44027	Arens de Lledó	045 o menos	2
44027	Arens de Lledó	046 - 060	11
44027	Arens de Lledó	061 - 075	6
44027	Arens de Lledó	076 - 090	12
44027	Arens de Lledó	091 - 105	5
44027	Arens de Lledó	106 - 120	5
44027	Arens de Lledó	121 - 150	11
44027	Arens de Lledó	151 o más	17
44028	Argente	045 o menos	1
44028	Argente	046 - 060	7
44028	Argente	061 - 075	7
44028	Argente	076 - 090	25
44028	Argente	091 - 105	18
44028	Argente	106 - 120	23
44028	Argente	121 - 150	12
44028	Argente	151 o más	11
44029	Ariño	045 o menos	9
44029	Ariño	046 - 060	27
44029	Ariño	061 - 075	70
44029	Ariño	076 - 090	152
44029	Ariño	091 - 105	25
44029	Ariño	106 - 120	20
44029	Ariño	121 - 150	15
44029	Ariño	151 o más	7
44031	Azaila	046 - 060	1
44031	Azaila	061 - 075	2
44031	Azaila	076 - 090	12
44031	Azaila	091 - 105	12
44031	Azaila	106 - 120	15
44031	Azaila	121 - 150	19
44031	Azaila	151 o más	18
44032	Bádenas	046 - 060	2
44032	Bádenas	076 - 090	3
44032	Bádenas	091 - 105	3
44032	Bádenas	121 - 150	2
44032	Bádenas	151 o más	3
44033	Báguena	045 o menos	2
44033	Báguena	046 - 060	7
44033	Báguena	061 - 075	20
44033	Báguena	076 - 090	81
44033	Báguena	091 - 105	53
44033	Báguena	106 - 120	23
44033	Báguena	121 - 150	6
44033	Báguena	151 o más	5
44034	Bañón	045 o menos	3
44034	Bañón	046 - 060	5
44034	Bañón	061 - 075	3
44034	Bañón	076 - 090	18
44034	Bañón	091 - 105	15
44034	Bañón	106 - 120	8
44034	Bañón	121 - 150	8
44034	Bañón	151 o más	9
44035	Barrachina	046 - 060	1
44035	Barrachina	061 - 075	2
44035	Barrachina	076 - 090	16
44035	Barrachina	091 - 105	12
44035	Barrachina	106 - 120	12
44035	Barrachina	121 - 150	10
44035	Barrachina	151 o más	16
44036	Bea	046 - 060	3
44036	Bea	061 - 075	1
44036	Bea	076 - 090	2
44036	Bea	091 - 105	2
44036	Bea	106 - 120	2
44036	Bea	151 o más	8
44037	Beceite	045 o menos	9
44037	Beceite	046 - 060	21
44037	Beceite	061 - 075	28
44037	Beceite	076 - 090	55
44037	Beceite	091 - 105	58
44037	Beceite	106 - 120	30
44037	Beceite	121 - 150	21
44037	Beceite	151 o más	15
44038	Belmonte de San José	045 o menos	4
44038	Belmonte de San José	046 - 060	8
44038	Belmonte de San José	061 - 075	6
44038	Belmonte de San José	076 - 090	9
44038	Belmonte de San José	091 - 105	15
44038	Belmonte de San José	106 - 120	6
44038	Belmonte de San José	121 - 150	8
44038	Belmonte de San José	151 o más	6
44039	Bello	045 o menos	3
44039	Bello	046 - 060	6
44039	Bello	061 - 075	12
44039	Bello	076 - 090	27
44039	Bello	091 - 105	21
44039	Bello	106 - 120	28
44039	Bello	121 - 150	23
44039	Bello	151 o más	39
44040	Berge	046 - 060	4
44040	Berge	061 - 075	11
44040	Berge	076 - 090	53
44040	Berge	091 - 105	13
44040	Berge	106 - 120	6
44040	Berge	121 - 150	6
44040	Berge	151 o más	5
44041	Bezas	046 - 060	4
44041	Bezas	061 - 075	2
44041	Bezas	076 - 090	13
44041	Bezas	091 - 105	8
44041	Bezas	106 - 120	6
44041	Bezas	121 - 150	1
44042	Blancas	046 - 060	5
44042	Blancas	061 - 075	7
44042	Blancas	076 - 090	11
44042	Blancas	091 - 105	23
44042	Blancas	106 - 120	21
44042	Blancas	121 - 150	4
44042	Blancas	151 o más	3
44043	Blesa	045 o menos	2
44043	Blesa	046 - 060	7
44043	Blesa	061 - 075	6
44043	Blesa	076 - 090	18
44043	Blesa	091 - 105	5
44043	Blesa	106 - 120	7
44043	Blesa	121 - 150	11
44043	Blesa	151 o más	11
44044	Bordón	045 o menos	3
44044	Bordón	046 - 060	4
44044	Bordón	061 - 075	2
44044	Bordón	076 - 090	27
44044	Bordón	091 - 105	11
44044	Bordón	106 - 120	2
44044	Bordón	121 - 150	3
44044	Bordón	151 o más	5
44045	Bronchales	045 o menos	3
44045	Bronchales	046 - 060	11
44045	Bronchales	061 - 075	28
44045	Bronchales	076 - 090	47
44045	Bronchales	091 - 105	38
44045	Bronchales	106 - 120	34
44045	Bronchales	121 - 150	21
44045	Bronchales	151 o más	11
44046	Bueña	076 - 090	7
44046	Bueña	091 - 105	17
44046	Bueña	106 - 120	7
44046	Bueña	121 - 150	7
44046	Bueña	151 o más	4
44047	Burbáguena	061 - 075	1
44047	Burbáguena	076 - 090	3
44047	Burbáguena	091 - 105	19
44047	Burbáguena	106 - 120	27
44047	Burbáguena	121 - 150	48
44047	Burbáguena	151 o más	23
44048	Cabra de Mora	046 - 060	2
44048	Cabra de Mora	061 - 075	7
44048	Cabra de Mora	076 - 090	14
44048	Cabra de Mora	091 - 105	6
44048	Cabra de Mora	106 - 120	5
44048	Cabra de Mora	121 - 150	3
44048	Cabra de Mora	151 o más	5
44049	Calaceite	045 o menos	12
44049	Calaceite	046 - 060	51
44049	Calaceite	061 - 075	47
44049	Calaceite	076 - 090	107
44049	Calaceite	091 - 105	81
44049	Calaceite	106 - 120	61
44049	Calaceite	121 - 150	41
44049	Calaceite	151 o más	54
44050	Calamocha	045 o menos	14
44050	Calamocha	046 - 060	69
44050	Calamocha	061 - 075	171
44050	Calamocha	076 - 090	522
44050	Calamocha	091 - 105	258
44050	Calamocha	106 - 120	254
44050	Calamocha	121 - 150	178
44050	Calamocha	151 o más	131
44051	Calanda	045 o menos	10
44051	Calanda	046 - 060	51
44051	Calanda	061 - 075	100
44051	Calanda	076 - 090	392
44051	Calanda	091 - 105	263
44051	Calanda	106 - 120	199
44051	Calanda	121 - 150	128
44051	Calanda	151 o más	81
44052	Calomarde	046 - 060	2
44052	Calomarde	061 - 075	5
44052	Calomarde	076 - 090	10
44052	Calomarde	091 - 105	2
44052	Calomarde	106 - 120	8
44052	Calomarde	121 - 150	1
44052	Calomarde	151 o más	5
44053	Camañas	045 o menos	2
44053	Camañas	046 - 060	2
44053	Camañas	061 - 075	1
44053	Camañas	076 - 090	10
44053	Camañas	091 - 105	5
44053	Camañas	106 - 120	22
44053	Camañas	121 - 150	8
44053	Camañas	151 o más	7
44054	Camarena de la Sierra	046 - 060	2
44054	Camarena de la Sierra	061 - 075	6
44054	Camarena de la Sierra	076 - 090	7
44054	Camarena de la Sierra	091 - 105	7
44054	Camarena de la Sierra	106 - 120	5
44054	Camarena de la Sierra	121 - 150	5
44054	Camarena de la Sierra	151 o más	34
44055	Camarillas	045 o menos	2
44055	Camarillas	061 - 075	2
44055	Camarillas	076 - 090	8
44055	Camarillas	091 - 105	7
44055	Camarillas	106 - 120	12
44055	Camarillas	121 - 150	6
44055	Camarillas	151 o más	6
44056	Caminreal	045 o menos	1
44056	Caminreal	046 - 060	3
44056	Caminreal	061 - 075	2
44056	Caminreal	076 - 090	26
44056	Caminreal	091 - 105	52
44056	Caminreal	106 - 120	113
44056	Caminreal	121 - 150	57
44056	Caminreal	151 o más	54
44059	Cantavieja	046 - 060	1
44059	Cantavieja	061 - 075	7
44059	Cantavieja	076 - 090	34
44059	Cantavieja	091 - 105	55
44059	Cantavieja	106 - 120	40
44059	Cantavieja	121 - 150	50
44059	Cantavieja	151 o más	78
44060	Cañada de Benatanduz	046 - 060	2
44060	Cañada de Benatanduz	061 - 075	2
44060	Cañada de Benatanduz	076 - 090	6
44060	Cañada de Benatanduz	091 - 105	6
44060	Cañada de Benatanduz	106 - 120	1
44060	Cañada de Benatanduz	121 - 150	4
44060	Cañada de Benatanduz	151 o más	4
44061	Cañada de Verich (La)	046 - 060	9
44061	Cañada de Verich (La)	061 - 075	2
44061	Cañada de Verich (La)	076 - 090	13
44061	Cañada de Verich (La)	091 - 105	12
44061	Cañada de Verich (La)	106 - 120	4
44061	Cañada de Verich (La)	121 - 150	4
44061	Cañada de Verich (La)	151 o más	1
44062	Cañada Vellida	046 - 060	1
44062	Cañada Vellida	076 - 090	3
44062	Cañada Vellida	091 - 105	1
44062	Cañada Vellida	106 - 120	3
44062	Cañada Vellida	121 - 150	5
44062	Cañada Vellida	151 o más	8
44063	Cañizar del Olivar	045 o menos	1
44063	Cañizar del Olivar	046 - 060	2
44063	Cañizar del Olivar	061 - 075	2
44063	Cañizar del Olivar	076 - 090	15
44063	Cañizar del Olivar	091 - 105	11
44063	Cañizar del Olivar	106 - 120	6
44063	Cañizar del Olivar	121 - 150	6
44063	Cañizar del Olivar	151 o más	1
44064	Cascante del Río	046 - 060	3
44064	Cascante del Río	061 - 075	3
44064	Cascante del Río	076 - 090	9
44064	Cascante del Río	091 - 105	6
44064	Cascante del Río	106 - 120	7
44064	Cascante del Río	121 - 150	5
44064	Cascante del Río	151 o más	19
44065	Castejón de Tornos	076 - 090	7
44065	Castejón de Tornos	091 - 105	9
44065	Castejón de Tornos	106 - 120	12
44065	Castejón de Tornos	121 - 150	11
44065	Castejón de Tornos	151 o más	4
44066	Castel de Cabra	046 - 060	3
44066	Castel de Cabra	061 - 075	3
44066	Castel de Cabra	076 - 090	21
44066	Castel de Cabra	091 - 105	19
44066	Castel de Cabra	106 - 120	5
44066	Castel de Cabra	121 - 150	6
44066	Castel de Cabra	151 o más	5
44067	Castelnou	046 - 060	10
44067	Castelnou	061 - 075	4
44067	Castelnou	076 - 090	7
44067	Castelnou	091 - 105	7
44067	Castelnou	106 - 120	4
44067	Castelnou	121 - 150	2
44067	Castelnou	151 o más	8
44068	Castelserás	045 o menos	11
44068	Castelserás	046 - 060	31
44068	Castelserás	061 - 075	61
44068	Castelserás	076 - 090	100
44068	Castelserás	091 - 105	54
44068	Castelserás	106 - 120	27
44068	Castelserás	121 - 150	12
44068	Castelserás	151 o más	13
44070	Castellar (El)	061 - 075	5
44070	Castellar (El)	076 - 090	11
44070	Castellar (El)	091 - 105	13
44070	Castellar (El)	106 - 120	5
44070	Castellar (El)	121 - 150	4
44071	Castellote	045 o menos	12
44071	Castellote	046 - 060	28
44071	Castellote	061 - 075	32
44071	Castellote	076 - 090	109
44071	Castellote	091 - 105	57
44071	Castellote	106 - 120	40
44071	Castellote	121 - 150	23
44071	Castellote	151 o más	34
44074	Cedrillas	045 o menos	1
44074	Cedrillas	046 - 060	5
44074	Cedrillas	061 - 075	12
44074	Cedrillas	076 - 090	42
44074	Cedrillas	091 - 105	33
44074	Cedrillas	106 - 120	53
44074	Cedrillas	121 - 150	33
44074	Cedrillas	151 o más	12
44075	Celadas	046 - 060	1
44075	Celadas	061 - 075	8
44075	Celadas	076 - 090	35
44075	Celadas	091 - 105	30
44075	Celadas	106 - 120	53
44075	Celadas	121 - 150	32
44075	Celadas	151 o más	41
44076	Cella	045 o menos	18
44076	Cella	046 - 060	60
44076	Cella	061 - 075	208
44076	Cella	076 - 090	211
44076	Cella	091 - 105	232
44076	Cella	106 - 120	167
44076	Cella	121 - 150	121
44076	Cella	151 o más	69
44077	Cerollera (La)	046 - 060	1
44077	Cerollera (La)	061 - 075	3
44077	Cerollera (La)	076 - 090	13
44077	Cerollera (La)	091 - 105	9
44077	Cerollera (La)	106 - 120	8
44077	Cerollera (La)	121 - 150	5
44077	Cerollera (La)	151 o más	2
44080	Codoñera (La)	046 - 060	11
44080	Codoñera (La)	061 - 075	10
44080	Codoñera (La)	076 - 090	31
44080	Codoñera (La)	091 - 105	15
44080	Codoñera (La)	106 - 120	39
44080	Codoñera (La)	121 - 150	15
44080	Codoñera (La)	151 o más	8
44082	Corbalán	045 o menos	1
44082	Corbalán	046 - 060	4
44082	Corbalán	061 - 075	4
44082	Corbalán	076 - 090	7
44082	Corbalán	091 - 105	6
44082	Corbalán	106 - 120	2
44082	Corbalán	121 - 150	9
44082	Corbalán	151 o más	5
44084	Cortes de Aragón	061 - 075	10
44084	Cortes de Aragón	076 - 090	13
44084	Cortes de Aragón	091 - 105	5
44084	Cortes de Aragón	106 - 120	7
44084	Cortes de Aragón	121 - 150	5
44084	Cortes de Aragón	151 o más	10
44085	Cosa	045 o menos	2
44085	Cosa	046 - 060	2
44085	Cosa	061 - 075	3
44085	Cosa	076 - 090	11
44085	Cosa	091 - 105	6
44085	Cosa	106 - 120	8
44085	Cosa	121 - 150	3
44085	Cosa	151 o más	3
44086	Cretas	045 o menos	15
44086	Cretas	046 - 060	37
44086	Cretas	061 - 075	25
44086	Cretas	076 - 090	45
44086	Cretas	091 - 105	27
44086	Cretas	106 - 120	33
44086	Cretas	121 - 150	18
44086	Cretas	151 o más	18
44087	Crivillén	045 o menos	2
44087	Crivillén	061 - 075	3
44087	Crivillén	076 - 090	9
44087	Crivillén	091 - 105	15
44087	Crivillén	106 - 120	9
44087	Crivillén	121 - 150	6
44087	Crivillén	151 o más	4
44088	Cuba (La)	046 - 060	2
44088	Cuba (La)	076 - 090	2
44088	Cuba (La)	091 - 105	1
44088	Cuba (La)	106 - 120	6
44088	Cuba (La)	121 - 150	4
44088	Cuba (La)	151 o más	12
44089	Cubla	045 o menos	1
44089	Cubla	046 - 060	3
44089	Cubla	061 - 075	6
44089	Cubla	076 - 090	5
44089	Cubla	091 - 105	5
44089	Cubla	106 - 120	2
44089	Cubla	121 - 150	1
44090	Cucalón	046 - 060	5
44090	Cucalón	061 - 075	3
44090	Cucalón	076 - 090	4
44090	Cucalón	091 - 105	3
44090	Cucalón	106 - 120	10
44090	Cucalón	121 - 150	1
44090	Cucalón	151 o más	6
44092	Cuervo (El)	045 o menos	1
44092	Cuervo (El)	046 - 060	15
44092	Cuervo (El)	061 - 075	9
44092	Cuervo (El)	076 - 090	18
44092	Cuervo (El)	091 - 105	5
44092	Cuervo (El)	106 - 120	5
44092	Cuervo (El)	121 - 150	2
44092	Cuervo (El)	151 o más	1
44093	Cuevas de Almudén	046 - 060	1
44093	Cuevas de Almudén	061 - 075	2
44093	Cuevas de Almudén	076 - 090	7
44093	Cuevas de Almudén	091 - 105	6
44093	Cuevas de Almudén	106 - 120	6
44093	Cuevas de Almudén	121 - 150	10
44093	Cuevas de Almudén	151 o más	5
44094	Cuevas Labradas	045 o menos	2
44094	Cuevas Labradas	046 - 060	2
44094	Cuevas Labradas	061 - 075	9
44094	Cuevas Labradas	076 - 090	13
44094	Cuevas Labradas	091 - 105	10
44094	Cuevas Labradas	106 - 120	12
44094	Cuevas Labradas	121 - 150	8
44094	Cuevas Labradas	151 o más	7
44096	Ejulve	045 o menos	1
44096	Ejulve	046 - 060	3
44096	Ejulve	061 - 075	5
44096	Ejulve	076 - 090	21
44096	Ejulve	091 - 105	24
44096	Ejulve	106 - 120	13
44096	Ejulve	121 - 150	8
44096	Ejulve	151 o más	13
44097	Escorihuela	045 o menos	1
44097	Escorihuela	046 - 060	6
44097	Escorihuela	061 - 075	14
44097	Escorihuela	076 - 090	29
44097	Escorihuela	091 - 105	17
44097	Escorihuela	106 - 120	9
44097	Escorihuela	121 - 150	8
44097	Escorihuela	151 o más	6
44099	Escucha	045 o menos	5
44099	Escucha	046 - 060	35
44099	Escucha	061 - 075	82
44099	Escucha	076 - 090	139
44099	Escucha	091 - 105	69
44099	Escucha	106 - 120	21
44099	Escucha	121 - 150	12
44099	Escucha	151 o más	8
44100	Estercuel	045 o menos	2
44100	Estercuel	046 - 060	2
44100	Estercuel	061 - 075	8
44100	Estercuel	076 - 090	37
44100	Estercuel	091 - 105	44
44100	Estercuel	106 - 120	16
44100	Estercuel	121 - 150	8
44100	Estercuel	151 o más	8
44101	Ferreruela de Huerva	046 - 060	1
44101	Ferreruela de Huerva	061 - 075	5
44101	Ferreruela de Huerva	076 - 090	4
44101	Ferreruela de Huerva	091 - 105	8
44101	Ferreruela de Huerva	106 - 120	7
44101	Ferreruela de Huerva	121 - 150	6
44101	Ferreruela de Huerva	151 o más	8
44102	Fonfría	076 - 090	1
44102	Fonfría	091 - 105	2
44102	Fonfría	106 - 120	7
44102	Fonfría	151 o más	2
44103	Formiche Alto	046 - 060	3
44103	Formiche Alto	061 - 075	4
44103	Formiche Alto	076 - 090	13
44103	Formiche Alto	091 - 105	15
44103	Formiche Alto	106 - 120	19
44103	Formiche Alto	121 - 150	21
44103	Formiche Alto	151 o más	7
44105	Fórnoles	046 - 060	4
44105	Fórnoles	061 - 075	17
44105	Fórnoles	076 - 090	11
44105	Fórnoles	091 - 105	3
44105	Fórnoles	106 - 120	7
44105	Fórnoles	151 o más	6
44106	Fortanete	045 o menos	2
44106	Fortanete	046 - 060	1
44106	Fortanete	061 - 075	7
44106	Fortanete	076 - 090	28
44106	Fortanete	091 - 105	17
44106	Fortanete	106 - 120	12
44106	Fortanete	121 - 150	4
44106	Fortanete	151 o más	12
44107	Foz-Calanda	045 o menos	1
44107	Foz-Calanda	046 - 060	3
44107	Foz-Calanda	061 - 075	12
44107	Foz-Calanda	076 - 090	37
44107	Foz-Calanda	091 - 105	21
44107	Foz-Calanda	106 - 120	8
44107	Foz-Calanda	121 - 150	13
44107	Foz-Calanda	151 o más	4
44108	Fresneda (La)	046 - 060	4
44108	Fresneda (La)	061 - 075	12
44108	Fresneda (La)	076 - 090	44
44108	Fresneda (La)	091 - 105	33
44108	Fresneda (La)	106 - 120	54
44108	Fresneda (La)	121 - 150	32
44108	Fresneda (La)	151 o más	3
44109	Frías de Albarracín	045 o menos	1
44109	Frías de Albarracín	046 - 060	9
44109	Frías de Albarracín	061 - 075	4
44109	Frías de Albarracín	076 - 090	20
44109	Frías de Albarracín	091 - 105	12
44109	Frías de Albarracín	106 - 120	11
44109	Frías de Albarracín	121 - 150	4
44109	Frías de Albarracín	151 o más	4
44110	Fuenferrada	061 - 075	1
44110	Fuenferrada	076 - 090	6
44110	Fuenferrada	091 - 105	6
44110	Fuenferrada	106 - 120	4
44110	Fuenferrada	121 - 150	2
44111	Fuentes Calientes	046 - 060	1
44111	Fuentes Calientes	061 - 075	4
44111	Fuentes Calientes	076 - 090	7
44111	Fuentes Calientes	091 - 105	4
44111	Fuentes Calientes	106 - 120	19
44111	Fuentes Calientes	121 - 150	9
44111	Fuentes Calientes	151 o más	5
44112	Fuentes Claras	045 o menos	1
44112	Fuentes Claras	046 - 060	9
44112	Fuentes Claras	061 - 075	8
44112	Fuentes Claras	076 - 090	25
44112	Fuentes Claras	091 - 105	33
44112	Fuentes Claras	106 - 120	59
44112	Fuentes Claras	121 - 150	65
44112	Fuentes Claras	151 o más	58
44113	Fuentes de Rubielos	045 o menos	1
44113	Fuentes de Rubielos	046 - 060	5
44113	Fuentes de Rubielos	061 - 075	5
44113	Fuentes de Rubielos	076 - 090	19
44113	Fuentes de Rubielos	091 - 105	6
44113	Fuentes de Rubielos	106 - 120	4
44113	Fuentes de Rubielos	121 - 150	1
44113	Fuentes de Rubielos	151 o más	1
44114	Fuentespalda	045 o menos	12
44114	Fuentespalda	046 - 060	16
44114	Fuentespalda	061 - 075	14
44114	Fuentespalda	076 - 090	31
44114	Fuentespalda	091 - 105	29
44114	Fuentespalda	106 - 120	11
44114	Fuentespalda	121 - 150	12
44114	Fuentespalda	151 o más	7
44115	Galve	046 - 060	2
44115	Galve	061 - 075	8
44115	Galve	076 - 090	1
44115	Galve	091 - 105	1
44115	Galve	106 - 120	4
44115	Galve	121 - 150	16
44115	Galve	151 o más	21
44116	Gargallo	061 - 075	6
44116	Gargallo	076 - 090	16
44116	Gargallo	091 - 105	11
44116	Gargallo	106 - 120	2
44116	Gargallo	121 - 150	9
44116	Gargallo	151 o más	3
44117	Gea de Albarracín	045 o menos	15
44117	Gea de Albarracín	046 - 060	14
44117	Gea de Albarracín	061 - 075	21
44117	Gea de Albarracín	076 - 090	46
44117	Gea de Albarracín	091 - 105	46
44117	Gea de Albarracín	106 - 120	12
44117	Gea de Albarracín	121 - 150	15
44117	Gea de Albarracín	151 o más	9
44118	Ginebrosa (La)	045 o menos	3
44118	Ginebrosa (La)	046 - 060	4
44118	Ginebrosa (La)	061 - 075	8
44118	Ginebrosa (La)	076 - 090	42
44118	Ginebrosa (La)	091 - 105	24
44118	Ginebrosa (La)	106 - 120	16
44118	Ginebrosa (La)	121 - 150	3
44118	Ginebrosa (La)	151 o más	1
44119	Griegos	046 - 060	1
44119	Griegos	061 - 075	12
44119	Griegos	076 - 090	20
44119	Griegos	091 - 105	14
44119	Griegos	106 - 120	7
44119	Griegos	121 - 150	3
44120	Guadalaviar	045 o menos	1
44120	Guadalaviar	046 - 060	3
44120	Guadalaviar	061 - 075	8
44120	Guadalaviar	076 - 090	25
44120	Guadalaviar	091 - 105	15
44120	Guadalaviar	106 - 120	26
44120	Guadalaviar	121 - 150	13
44120	Guadalaviar	151 o más	13
44121	Gúdar	045 o menos	4
44121	Gúdar	046 - 060	1
44121	Gúdar	061 - 075	3
44121	Gúdar	076 - 090	5
44121	Gúdar	091 - 105	10
44121	Gúdar	106 - 120	1
44121	Gúdar	121 - 150	3
44121	Gúdar	151 o más	2
44122	Híjar	045 o menos	10
44122	Híjar	046 - 060	55
44122	Híjar	061 - 075	100
44122	Híjar	076 - 090	264
44122	Híjar	091 - 105	172
44122	Híjar	106 - 120	81
44122	Híjar	121 - 150	45
44122	Híjar	151 o más	25
44123	Hinojosa de Jarque	046 - 060	2
44123	Hinojosa de Jarque	061 - 075	1
44123	Hinojosa de Jarque	076 - 090	7
44123	Hinojosa de Jarque	091 - 105	5
44123	Hinojosa de Jarque	106 - 120	13
44123	Hinojosa de Jarque	121 - 150	12
44123	Hinojosa de Jarque	151 o más	16
44124	Hoz de la Vieja (La)	045 o menos	1
44124	Hoz de la Vieja (La)	046 - 060	4
44124	Hoz de la Vieja (La)	061 - 075	4
44124	Hoz de la Vieja (La)	076 - 090	9
44124	Hoz de la Vieja (La)	091 - 105	15
44124	Hoz de la Vieja (La)	106 - 120	11
44124	Hoz de la Vieja (La)	121 - 150	4
44124	Hoz de la Vieja (La)	151 o más	13
44125	Huesa del Común	045 o menos	3
44125	Huesa del Común	046 - 060	7
44125	Huesa del Común	061 - 075	11
44125	Huesa del Común	076 - 090	15
44125	Huesa del Común	091 - 105	12
44125	Huesa del Común	106 - 120	8
44125	Huesa del Común	121 - 150	8
44125	Huesa del Común	151 o más	2
44126	Iglesuela del Cid (La)	045 o menos	2
44126	Iglesuela del Cid (La)	046 - 060	10
44126	Iglesuela del Cid (La)	061 - 075	16
44126	Iglesuela del Cid (La)	076 - 090	34
44126	Iglesuela del Cid (La)	091 - 105	57
44126	Iglesuela del Cid (La)	106 - 120	33
44126	Iglesuela del Cid (La)	121 - 150	23
44126	Iglesuela del Cid (La)	151 o más	16
44127	Jabaloyas	046 - 060	1
44127	Jabaloyas	061 - 075	4
44127	Jabaloyas	076 - 090	10
44127	Jabaloyas	091 - 105	4
44127	Jabaloyas	106 - 120	4
44127	Jabaloyas	121 - 150	6
44127	Jabaloyas	151 o más	6
